pack_name;title;level;tags_raw;Category;display_title_en;display_title_tr
YDS Set 003;324-Staying Underwater (Su Altında Kalmak);B2;"history; technology; diving";Science & Technology;Staying Underwater;Su Altında Kalmak
YDS Set 003;325-Stolen Innocence (Çalınan Masumiyet);B2;"psychology; crime; family";Psychology & Health;Stolen Innocence;Çalınan Masumiyet
YDS Set 003;326-Stonehenge (Stonehenge);B2;"history; archaeology; UK";History;Stonehenge;Stonehenge
YDS Set 003;327-Stress (Stres);B2;"health; psychology; science";Psychology & Health;Stress;Stres
YDS Set 003;328-Success (Başarı);B2;"psychology; society; success";Psychology & Health;Success;Başarı
YDS Set 003;329-Surgery (Cerrahi);B2;"health; medicine; surgery";Health & Medicine;Surgery;Cerrahi
YDS Set 003;330-Suriname (Surinam);B2;"geography; history; environment";Environment & Nature;Suriname;Surinam
YDS Set 003;331-Teenage Vandalism (Gençlik Vandalizmi);B2;"society; youth; crime";Culture & Society;Teenage Vandalism;Gençlik Vandalizmi
YDS Set 003;332-Teresina (Teresina);B2;"urban; development; environment";Environment & Nature;Teresina;Teresina
YDS Set 003;333-The Agony Column (Dert Köşesi);B2;"psychology; media; advice";Psychology & Health;The Agony Column;Dert Köşesi
YDS Set 003;334-The Amish and the Kibbutzim (Amishler ve Kibbutzlar);B2;"culture; society; Amish";Culture & Society;The Amish and the Kibbutzim;Amishler ve Kibbutzlar
YDS Set 003;335-The Ancient History of Sculpture (Heykelin Antik Tarihi);B2;"art; history; sculpture";Art, Music & Literature;The Ancient History of Sculpture;Heykelin Antik Tarihi
YDS Set 003;336-The Art of Thrill (Heyecan Sanatı);B2;"psychology; sensation-seeking; thrill";Psychology & Health;The Art of Thrill;Heyecan Sanatı
YDS Set 003;337-The Bermuda Triangle (1) (Bermuda Şeytan Üçgeni 1);B2;"mystery; ocean; history";History;The Bermuda Triangle (1);Bermuda Şeytan Üçgeni 1
YDS Set 003;338-The Bermuda Triangle (2) (Bermuda Şeytan Üçgeni 2);B2;"mystery; ocean; history";History;The Bermuda Triangle (2);Bermuda Şeytan Üçgeni 2
YDS Set 003;339-The California Gold Rush (Kaliforniya Altin Hücumu);B2;"history; usa; gold";History;The California Gold Rush;Kaliforniya Altin Hücumu
YDS Set 003;340-The Cognitive Benefits of Bilingualism (İki Dilliliğin Bilişsel Faydaları);B2;"linguistics; psychology; health";Psychology & Health;The Cognitive Benefits of Bilingualism;İki Dilliliğin Bilişsel Faydaları
YDS Set 003;341-The Cultural Significance of Street Art (Sokak Sanatının Kültürel Önemi);B2;"art; culture; society";Culture & Society;The Cultural Significance of Street Art;Sokak Sanatının Kültürel Önemi
YDS Set 003;342-The Cyclamate Controversy (Siklamat Tartışması);B2;"health; food; science";Psychology & Health;The Cyclamate Controversy;Siklamat Tartışması
YDS Set 003;343-The Discovery of Penicillin (Penisilinin Keşfi);B2;"medicine; science; history";Science & Technology;The Discovery of Penicillin;Penisilinin Keşfi
YDS Set 003;344-The Discovery of the Electron (Elektronun Keşfi);B2;"science; physics; history";Science & Technology;The Discovery of the Electron;Elektronun Keşfi
YDS Set 003;345-The Economic Consequences of Demographic Aging (Demografik Yaşlanmanın Ekonomik Sonuçları);B2;"economics; society; health";Psychology & Health;The Economic Consequences of Demographic Aging;Demografik Yaşlanmanın Ekonomik Sonuçları
YDS Set 003;346-The Egyptian Pyramids (Mısır Piramitleri);B2;"history; ancient Egypt; architecture";History;The Egyptian Pyramids;Mısır Piramitleri
YDS Set 003;347-The Electric Eel (Elektrikli Yılan Balığı);B2;"animals; science; biology";Biology & Animals;The Electric Eel;Elektrikli Yılan Balığı
YDS Set 003;348-The Emperor Penguin (Imparator Penguen);B2;"animals; nature; antarctica";Biology & Animals;The Emperor Penguin;Imparator Penguen
YDS Set 003;349-The Esperanto of Money (Paranın Esperanto'su);B2;"economics; global currency; finance";Economics & Business;The Esperanto of Money;Paranın Esperanto'su
YDS Set 003;350-The Fires of Christmas (Noel Yangınları);B2;"news; disaster; environment";Environment & Nature;The Fires of Christmas;Noel Yangınları
YDS Set 003;351-The Flea Market (Bit Pazarı);B2;"society; shopping; culture";Culture & Society;The Flea Market;Bit Pazarı
YDS Set 003;352-The Great Wall of China (Cin Seddi);B2;"history; china; architecture";History;The Great Wall of China;Cin Seddi
YDS Set 003;353-The Healing Power of Belief (İnancın İyileştirici Gücü);B2;"health; medicine; psychology";Psychology & Health;The Healing Power of Belief;İnancın İyileştirici Gücü
YDS Set 003;354-The History of the Internet (İnternetin Tarihi);B2;"technology; history; communication";Science & Technology;The History of the Internet;İnternetin Tarihi
YDS Set 003;355-The Human Genome Project (İnsan Genom Projesi);B2;"science; genetics; human genome project";Science & Technology;The Human Genome Project;İnsan Genom Projesi
YDS Set 003;356-The Ik (İkler);B2;"anthropology; culture; tribe";Anthropology & Archaeology;The Ik;İkler
YDS Set 003;357-The Life of Albert Einstein (Albert Einstein'ın Hayatı);B2;"biography; science; history";History;The Life of Albert Einstein;Albert Einstein'ın Hayatı
YDS Set 003;358-The Lost Temple Of Java (Java'nın Kayıp Tapınağı);B2;"history; archaeology; Borobudur";History;The Lost Temple Of Java;Java'nın Kayıp Tapınağı
YDS Set 003;359-The Menace of the Micro (Mikro Tehdidi);B2;"technology; work; future";Science & Technology;The Menace of the Micro;Mikro Tehdidi
YDS Set 003;360-The Middle Ages in Europe (Avrupa'da Orta Çağ);B2;"history; Europe; society";Culture & Society;The Middle Ages in Europe;Avrupa'da Orta Çağ
YDS Set 003;361-The Miracle: Helen Keller (Mucize: Helen Keller);B2;"biography; Helen Keller; disability";History;The Miracle: Helen Keller;Mucize: Helen Keller
YDS Set 003;362-The Mohana (Mohanalar);B2;"society; traditional lifestyle; geography";Culture & Society;The Mohana;Mohanalar
YDS Set 003;363-The Moon (Ay);B2;"astronomy; science; space";Astronomy & Space;The Moon;Ay
YDS Set 003;364-The Mother of Modern Dance: Martha Graham (Modern Dansın Annesi: Martha Graham);B2;"art; dance; biography";Art, Music & Literature;The Mother of Modern Dance: Martha Graham;Modern Dansın Annesi: Martha Graham
YDS Set 003;365-The Mystery Of The Disappearing Author (Kaybolan Yazarın Gizemi);B2;"literature; Agatha Christie; mystery";Art, Music & Literature;The Mystery Of The Disappearing Author;Kaybolan Yazarın Gizemi
YDS Set 003;366-The Nomads: Wandering Tribes of Anatolia (Yörükler: Anadolu'nun Göçebe Aşiretleri);B2;"culture; history; sociology";Culture & Society;The Nomads: Wandering Tribes of Anatolia;Yörükler: Anadolu'nun Göçebe Aşiretleri
YDS Set 003;367-The Order of Inventions (Buluşların Sırası);B2;"technology; history; innovation";Science & Technology;The Order of Inventions;Buluşların Sırası
YDS Set 003;368-The Philosophical Foundations of Modern Existentialism (Modern Varoluşçuluğun Felsefi Temelleri);B2;"philosophy; culture; psychology";Psychology & Health;The Philosophical Foundations of Modern Existentialism;Modern Varoluşçuluğun Felsefi Temelleri
YDS Set 003;369-The Power of Body Language (Beden Dilinin Gücü);B2;"communication; psychology; society";Psychology & Health;The Power of Body Language;Beden Dilinin Gücü
YDS Set 003;370-The Power of Self-Confidence (Özgüvenin Gücü);B2;"psychology; personal development; self-help";Psychology & Health;The Power of Self-Confidence;Özgüvenin Gücü
YDS Set 003;371-The Qualities We Prize in Our Children (Çocuklarımızda Değer Verdiğimiz Nitelikler);B2;"psychology; society; culture";Culture & Society;The Qualities We Prize in Our Children;Çocuklarımızda Değer Verdiğimiz Nitelikler
YDS Set 003;372-The Shakers (Shakerlar);B2;"religion; history; society";Culture & Society;The Shakers;Shakerlar
YDS Set 003;373-The Shame and Pain of Sudden Ruin (Ani Çöküşün Utancı ve Acısı);B2;"crime; corruption; justice";Law & Crime;The Shame and Pain of Sudden Ruin;Ani Çöküşün Utancı ve Acısı
YDS Set 003;374-The Shame and Pain of Sudden Ruin (Ani Çöküşün Utancı ve Acısı);B2;"news; crime; society";Culture & Society;The Shame and Pain of Sudden Ruin;Ani Çöküşün Utancı ve Acısı
YDS Set 003;375-The Sociological Implications of Urban Gentrification (Kentsel Soyulamanın Sosyolojik Etkileri);B2;"sociology; urban planning; economics";Culture & Society;The Sociological Implications of Urban Gentrification;Kentsel Soyulamanın Sosyolojik Etkileri
YDS Set 003;376-The Story of the Telephone (Telefonun Hikayesi);B2;"history; technology; invention";Science & Technology;The Story of the Telephone;Telefonun Hikayesi
YDS Set 003;377-The Story of Vitamin C (C Vitamininin Hikayesi);B2;"health; history; nutrition";Health & Medicine;The Story of Vitamin C;C Vitamininin Hikayesi
YDS Set 003;378-The Thrill of Shoplifting (Alışveriş Yapma Heyecanı);B2;"psychology; crime; shoplifting";Psychology & Health;The Thrill of Shoplifting;Alışveriş Yapma Heyecanı
YDS Set 003;379-The Tichborne Case (Tichborne Davası);B2;"law; crime; identity fraud";Law & Crime;The Tichborne Case;Tichborne Davası
YDS Set 003;380-The Tornado (Kasırga);B2;"weather; natural disaster; USA";Environment & Nature;The Tornado;Kasırga
YDS Set 003;381-The Treasure of King Priam of Troy (Kral Priamos'un Hazinesi);B2;"history; archaeology; treasure";History;The Treasure of King Priam of Troy;Kral Priamos'un Hazinesi
YDS Set 003;382-The Whale (Balina);B2;"animals; marine biology; science";Biology & Animals;The Whale;Balina
YDS Set 003;383-Three Thousand Years Of World Trade (Üç Bin Yıllık Dünya Ticareti);B2;"history; trade; economics";History;Three Thousand Years Of World Trade;Üç Bin Yıllık Dünya Ticareti
YDS Set 003;384-Tick, Buzz, It's That Time Again (Kene, Vızıltı, Yine O Zaman);B2;"biology; cicadas; insects";Biology & Animals;Tick, Buzz, It's That Time Again;Kene, Vızıltı, Yine O Zaman
YDS Set 003;385-Together In Giving (Birlikte Vermek);B2;"sociology; volunteerism; family";Culture & Society;Together In Giving;Birlikte Vermek
YDS Set 003;386-Towards a Working Renaissance (Bir Çalışma Rönesansına Doğru);B2;"work; society; future";Culture & Society;Towards a Working Renaissance;Bir Çalışma Rönesansına Doğru
YDS Set 003;387-Toxic Chemical Leaks (Zehirli Kimyasal Sızıntıları);B2;"environment; pollution; health";Environment & Nature;Toxic Chemical Leaks;Zehirli Kimyasal Sızıntıları
YDS Set 003;388-Trance (Trans);B2;"psychology; health; hypnosis";Psychology & Health;Trance;Trans
YDS Set 003;389-Turkey's Unique Geopolitical Position (Türkiye'nin Eşsiz Jeopolitik Konumu);B2;"geography; politics; turkey";Politics & Government;Turkey's Unique Geopolitical Position;Türkiye'nin Eşsiz Jeopolitik Konumu
YDS Set 003;390-Turkey's Vision: Inspired by Istanbul (Türkiye'nin Vizyonu: İstanbul'dan İlham Alan);B2;"culture; turkey; politics";Politics & Government;Turkey's Vision: Inspired by Istanbul;Türkiye'nin Vizyonu: İstanbul'dan İlham Alan
YDS Set 003;391-Turkish Coffee (Türk Kahvesi);B2;"culture; beverages; history";Food & Agriculture;Turkish Coffee;Türk Kahvesi
YDS Set 003;392-Two Views of Divorce (Boşanmaya İki Bakış);B2;"sociology; family; marriage";Family & Relationships;Two Views of Divorce;Boşanmaya İki Bakış
YDS Set 003;393-Types Of Love (Aşkın Türleri);B2;"psychology; relationships; love styles";Family & Relationships;Types Of Love;Aşkın Türleri
YDS Set 003;394-U.S. Public Schools (ABD Devlet Okulları);B2;"education; society; parenting";Education;U.S. Public Schools;ABD Devlet Okulları
YDS Set 003;395-Ultrasonics (Ultrasonik);B2;"science; physics; sound";Science & Technology;Ultrasonics;Ultrasonik
YDS Set 003;396-Understanding Phobias (Fobileri Anlamak);B2;"psychology; mental health";Psychology & Health;Understanding Phobias;Fobileri Anlamak
YDS Set 003;397-Understanding Teenage Cults (Gençlik Kültlerini Anlamak);B2;"society; youth; culture";Culture & Society;Understanding Teenage Cults;Gençlik Kültlerini Anlamak
YDS Set 003;398-Underwater Concerts (Sualtı Konserleri);B2;"music; art; innovation";Art, Music & Literature;Underwater Concerts;Sualtı Konserleri
YDS Set 003;399-Untitled (Başlıksız) [Bonds and Stocks];B2;"business; finance; economics";Economics & Business;Untitled (Başlıksız) [Bonds and Stocks];
YDS Set 003;400-Venom Therapy (Zehir Tedavisi);B2;"health; medicine; allergy";Health & Medicine;Venom Therapy;Zehir Tedavisi
YDS Set 003;401-Visa-Free Travel (Vizesiz Seyahat);B2;"politics; EU; Turkey";Politics & Government;Visa-Free Travel;Vizesiz Seyahat
YDS Set 003;402-Vitamins (Vitaminler);B2;"health; nutrition; science";Health & Medicine;Vitamins;Vitaminler
YDS Set 003;403-Was It Something They Ate? (Yedikleri Bir Şey miydi?);B2;"health; nutrition; science";Health & Medicine;Was It Something They Ate?;Yedikleri Bir Şey miydi?
YDS Set 003;404-Water (Su);B2;"environment; natural resources; sustainability";Environment & Nature;Water;Su
YDS Set 003;405-What Do Most People Regret? (Çoğu İnsan Neyden Pişmanlık Duyar?);B2;"psychology; regret; emotion";Psychology & Health;What Do Most People Regret?;Çoğu İnsan Neyden Pişmanlık Duyar?
YDS Set 003;406-Who Talks More, Men Or Women? (Kim Daha Çok Konuşur, Erkekler mi Kadınlar mı?);B2;"sociology; gender; communication";Culture & Society;Who Talks More, Men Or Women?;Kim Daha Çok Konuşur, Erkekler mi Kadınlar mı?
YDS Set 003;407-Why Rock Fans Faint (Rock Hayranları Neden Bayılır);B2;"health; medicine; fainting";Health & Medicine;Why Rock Fans Faint;Rock Hayranları Neden Bayılır
YDS Set 003;408-Wind (Rüzgar);B2;"science; weather; environment";Environment & Nature;Wind;Rüzgar
YDS Set 003;409-Wind Power (Rüzgar Enerjisi);B2;"energy; environment; technology";Environment & Nature;Wind Power;Rüzgar Enerjisi
YDS Set 003;410-Work Matters (İşin Önemi);B2;"work; career; aviation";Economics & Business;Work Matters;İşin Önemi
YDS Set 003;411-World Economic Forum (Dünya Ekonomik Forumu);B2;"economics; Turkey; international";Economics & Business;World Economic Forum;Dünya Ekonomik Forumu
YDS Set 003;412-Young City Builders (Genç Şehir İnşacıları);B2;"education; children; urban planning";Education;Young City Builders;Genç Şehir İnşacıları
YDS Set 003;413-Your Personality and Your Heart (Kişiliğiniz ve Kalbiniz);B2;"health; psychology; personality";Psychology & Health;Your Personality and Your Heart;Kişiliğiniz ve Kalbiniz
YDS Set 004;"414-""To Sleep, Perchance to Dream..."" (Uyumak, Belki de Rüya Görmek...)";C1;"health; sleep; psychology";Psychology & Health;"""To Sleep, Perchance to Dream...""";Uyumak, Belki de Rüya Görmek...
YDS Set 004;415-A Good Life (İyi Bir Yaşam);C1;"health; longevity; lifestyle";Health & Medicine;A Good Life;İyi Bir Yaşam
YDS Set 004;416-A High Price To Pay (Karma Eğitim: Ödenmesi Gereken Yüksek Bir Bedel);C1;"education; gender; co-education";Women's Studies & Feminism;A High Price To Pay;Karma Eğitim: Ödenmesi Gereken Yüksek Bir Bedel
YDS Set 004;417-A Land of Immigrants (Bir Göçmenler Ülkesi);C1;"history; society; immigration";History;A Land of Immigrants;Bir Göçmenler Ülkesi
YDS Set 004;418-A Lonely Paradise (Yalnız Bir Cennet);C1;"geography; society; culture";Culture & Society;A Lonely Paradise;Yalnız Bir Cennet
YDS Set 004;419-A Misunderstanding (Bir Yanlış Anlama);C1;"story; humour; human interest";Personal Stories & Human Interest;A Misunderstanding;Bir Yanlış Anlama
YDS Set 004;420-A Nation of Nicknames (Bir Takma Adlar Ulusu);C1;"culture; USA; nicknames";Culture & Society;A Nation of Nicknames;Bir Takma Adlar Ulusu
YDS Set 004;421-A Tribe Faced with Extinction (Yok Olma Tehlikesiyle Karşı Karşıya Bir Kabile);C1;"culture; indigenous people; Amazon";Culture & Society;A Tribe Faced with Extinction;Yok Olma Tehlikesiyle Karşı Karşıya Bir Kabile
YDS Set 004;422-Acid Rain (Asit Yağmuru);C1;"environment; pollution; science";Environment & Nature;Acid Rain;Asit Yağmuru
YDS Set 004;423-Acupuncture (Akupunktur);C1;"health; medicine; alternative medicine";Health & Medicine;Acupuncture;Akupunktur
YDS Set 004;424-Alexander the Great (Büyük İskender);C1;"history; biography; war";History;Alexander the Great;Büyük İskender
YDS Set 004;425-Alfred Nobel (Alfred Nobel);C1;"biography; invention; peace";History;Alfred Nobel;Alfred Nobel
YDS Set 004;426-Amaranth (Amarant);C1;"food; agriculture; nutrition";Food & Agriculture;Amaranth;Amarant
YDS Set 004;427-An Ancient Disk's Secret Message (Antik Bir Diskin Gizli Mesajı);C1;"history; archaeology; Phaistos Disk";History;An Ancient Disk's Secret Message;Antik Bir Diskin Gizli Mesajı
YDS Set 004;428-Animal Behavior (Hayvan Davranışı);C1;"biology; animal behavior; imprinting";Biology & Animals;Animal Behavior;Hayvan Davranışı
YDS Set 004;429-Anthropology (Antropoloji);C1;"anthropology; social science; culture";Culture & Society;Anthropology;Antropoloji
YDS Set 004;430-Antiques Repairs (Antika Onarımları);C1;"story; humour; business";Personal Stories & Human Interest;Antiques Repairs;Antika Onarımları
YDS Set 004;431-Antiseptics (Antiseptikler);C1;"health; medicine; science";Health & Medicine;Antiseptics;Antiseptikler
YDS Set 004;432-Aquifers (Akiferler);C1;"environment; geology; water";Environment & Nature;Aquifers;Akiferler
YDS Set 004;"433-Are We Living In A Walk-On-By Society? (Bir ""Görmezden Gel"" Toplumunda mı Yaşıyoruz?)";C1;"sociology; active citizenship; social responsibility";Disability & Social Rights;Are We Living In A Walk-On-By Society?;"Bir ""Görmezden Gel"" Toplumunda mı Yaşıyoruz?"
YDS Set 004;434-Are We Really That Different? (Gerçekten Bu Kadar Farklı mıyız?);C1;"culture; stereotypes; generalizations";Culture & Society;Are We Really That Different?;Gerçekten Bu Kadar Farklı mıyız?
YDS Set 004;435-Arnold's Dream (Arnold'un Hayali);C1;"biography; Arnold Schwarzenegger; success";History;Arnold's Dream;Arnold'un Hayali
YDS Set 004;436-Artificial Intelligence (Yapay Zeka);C1;"technology; future; science";Science & Technology;Artificial Intelligence;Yapay Zeka
YDS Set 004;437-Aspirin: The Miracle Drug (Aspirin: Mucize İlaç);C1;"medicine; history; science";Science & Technology;Aspirin: The Miracle Drug;Aspirin: Mucize İlaç
YDS Set 004;438-Atoms (1) (Atomlar 1);C1;"science; chemistry; physics";Science & Technology;Atoms (1);Atomlar 1
YDS Set 004;439-Atoms (2) (Atomlar 2);C1;"science; physics; chemistry";Science & Technology;Atoms (2);Atomlar 2
YDS Set 004;440-Bad Water (Kirli Su);C1;"environment; water; pollution";Environment & Nature;Bad Water;Kirli Su
YDS Set 004;441-Ban Cloning Or Not? (Klonlama Yasaklansın mı, Yasaklanmasın mı?);C1;"biology; cloning; ethics";Biology & Animals;Ban Cloning Or Not?;Klonlama Yasaklansın mı, Yasaklanmasın mı?
YDS Set 004;442-Bin Laden's Bad Bet (Bin Ladin'in Kötü Bahsi);C1;"politics; terrorism; Islam";Politics & Government;Bin Laden's Bad Bet;Bin Ladin'in Kötü Bahsi
YDS Set 004;443-Black Holes (Kara Delikler);C1;"astronomy; black holes; physics";Science & Technology;Black Holes;Kara Delikler
YDS Set 004;444-Brain Gene 'Clue To Ageing' (Beyin Geni 'Yaşlanmanın İpucu');C1;"biology; genetics; aging";Biology & Animals;Brain Gene 'Clue To Ageing';Beyin Geni 'Yaşlanmanın İpucu'
YDS Set 004;445-Can Laws Stop The Obsessed? (Yasalar Takıntılıları Durdurabilir mi?);C1;"law; psychology; stalking";Psychology & Health;Can Laws Stop The Obsessed?;Yasalar Takıntılıları Durdurabilir mi?
YDS Set 004;446-Can Mediation Produce Justice? (Arabuluculuk Adalet Sağlayabilir mi?);C1;"law; restorative justice; mediation";Law & Crime;Can Mediation Produce Justice?;Arabuluculuk Adalet Sağlayabilir mi?
YDS Set 004;447-Career Development (Kariyer Gelişimi);C1;"career; business; management";Economics & Business;Career Development;Kariyer Gelişimi
YDS Set 004;448-Causes of Endangerment (Nesli Tükenme Nedenleri);C1;"environment; endangered species; habitat loss";Environment & Nature;Causes of Endangerment;Nesli Tükenme Nedenleri
YDS Set 004;449-Chaos Theory (Kaos Teorisi);C1;"science; mathematics; chaos theory";Science & Technology;Chaos Theory;Kaos Teorisi
YDS Set 004;450-Chaos Theory (Kaos Teorisi);C1;"science; mathematics; chaos theory";Science & Technology;Chaos Theory;Kaos Teorisi
YDS Set 004;451-Chaos Theory and Education (Kaos Teorisi ve Eğitim);C1;"education; chaos theory; teaching";Education;Chaos Theory and Education;Kaos Teorisi ve Eğitim
YDS Set 004;452-China Works To Put Astronauts In Orbit (Çin Astronotları Yörüngeye Yerleştirmek İçin Çalışıyor);C1;"space; China; astronauts";Astronomy & Space;China Works To Put Astronauts In Orbit;Çin Astronotları Yörüngeye Yerleştirmek İçin Çalışıyor
YDS Set 004;453-Cloning is Moral (Klonlamak Ahlakidir);C1;"ethics; cloning; science";Law & Crime;Cloning is Moral;Klonlamak Ahlakidir
YDS Set 004;454-Cloning The New Babes (Yeni Bebekleri Klonlamak);C1;"biology; cloning; organ transplant";Biology & Animals;Cloning The New Babes;Yeni Bebekleri Klonlamak
YDS Set 004;455-Commissioner Füle's Speech (Komiser Füle'nin Konuşması);C1;"politics; EU; Turkey";Politics & Government;Commissioner Füle's Speech;Komiser Füle'nin Konuşması
YDS Set 004;456-Conformity (Uyma Davranışı);C1;"psychology; social influence; conformity";Psychology & Health;Conformity;Uyma Davranışı
YDS Set 004;457-Criminal Rehabilitation (Suçlu Rehabilitasyonu);C1;"law; criminal justice; prison";Law & Crime;Criminal Rehabilitation;Suçlu Rehabilitasyonu
YDS Set 004;458-Cyprus Problem (Kıbrıs Sorunu);C1;"politics; Cyprus; EU";Politics & Government;Cyprus Problem;Kıbrıs Sorunu
YDS Set 004;459-Designer Babies (Tasarım Bebekler);C1;"ethics; genetics; genetic engineering";Science & Technology;Designer Babies;Tasarım Bebekler
YDS Set 004;460-Difficulty Concentrating (Konsantre Olma Zorluğu);C1;"health; psychology; lifestyle";Psychology & Health;Difficulty Concentrating;Konsantre Olma Zorluğu
YDS Set 004;461-DNA Fingerprinting (DNA Parmak İzi);C1;"genetics; forensic science; DNA";Science & Technology;DNA Fingerprinting;DNA Parmak İzi
YDS Set 004;462-DNA Helps Solve Crime (DNA Suç Çözümüne Yardımcı Oluyor);C1;"forensic science; DNA; criminal justice";Law & Crime;DNA Helps Solve Crime;DNA Suç Çözümüne Yardımcı Oluyor
YDS Set 004;463-Do Men And Women Speak The Same Language? (Kadınlar ve Erkekler Aynı Dili mi Konuşur?);C1;"sociology; linguistics; gender";Culture & Society;Do Men And Women Speak The Same Language?;Kadınlar ve Erkekler Aynı Dili mi Konuşur?
YDS Set 004;464-E.T, You May Be Home Already (E.T., Zaten Evde Olabilirsin);C1;"astronomy; astrobiology; life on Mars";Astronomy & Space;E.T, You May Be Home Already;E.T., Zaten Evde Olabilirsin
YDS Set 004;465-Economic Growth (Ekonomik Büyüme);C1;"economics; GDP; growth";Economics & Business;Economic Growth;Ekonomik Büyüme
YDS Set 004;466-Economic Growth (Ekonomik Büyüme);C1;"economics; GDP; growth";Economics & Business;Economic Growth;Ekonomik Büyüme
YDS Set 004;467-Electric Lighting (Elektrikli Aydınlatma);C1;"technology; environment; light pollution";Environment & Nature;Electric Lighting;Elektrikli Aydınlatma
YDS Set 004;468-Embryo Screening is Here (Embriyo Taraması Burada);C1;"ethics; genetics; medicine";Science & Technology;Embryo Screening is Here;Embriyo Taraması Burada
YDS Set 004;469-English (Ingilizce);C1;"language; history; linguistics";Linguistics & Communication;English;Ingilizce
YDS Set 004;470-Enter A New World (Yeni Bir Dünyaya Giriş);C1;"technology; virtual reality; VR";Science & Technology;Enter A New World;Yeni Bir Dünyaya Giriş
YDS Set 004;471-Era of High-Tech Pollution (Yüksek Teknoloji Kirliliği Çağı);C1;"environment; e-waste; recycling";Environment & Nature;Era of High-Tech Pollution;Yüksek Teknoloji Kirliliği Çağı
YDS Set 004;472-EU Communication Activities (AB İletişim Faaliyetleri);C1;"EU; politics; Turkey";Politics & Government;EU Communication Activities;AB İletişim Faaliyetleri
YDS Set 004;473-EU Parliament Resolution (AP Türkiye Raporu);C1;"politics; EU; Turkey";Politics & Government;EU Parliament Resolution;AP Türkiye Raporu
YDS Set 004;474-EU Peace Project (AB Barış Projesi);C1;"EU; peace; politics";Politics & Government;EU Peace Project;AB Barış Projesi
YDS Set 004;475-EU Presidency Critique (AB Dönem Başkanlığı Eleştirisi);C1;"EU; politics; criticism";Politics & Government;EU Presidency Critique;AB Dönem Başkanlığı Eleştirisi
YDS Set 004;476-EU Standards (AB Standartları);C1;"EU; Turkey; standards";Psychology & Health;EU Standards;AB Standartları
YDS Set 004;477-Europe's Transformative Power (Avrupa'nın Dönüştürücü Gücü);C1;"politics; EU; soft power";Politics & Government;Europe's Transformative Power;Avrupa'nın Dönüştürücü Gücü
YDS Set 004;478-EverQuest - Farewell To Violence (EverQuest - Şiddete Elveda);C1;"technology; gaming; online games";Science & Technology;EverQuest - Farewell To Violence;EverQuest - Şiddete Elveda
YDS Set 004;479-Extreme Standards of Beauty (Aşırı Güzellik Standartları);C1;"sociology; beauty standards; body image";Culture & Society;Extreme Standards of Beauty;Aşırı Güzellik Standartları
YDS Set 004;480-February 28 Process (28 Şubat Süreci);C1;"politics; Turkey; history";Politics & Government;February 28 Process;28 Şubat Süreci
YDS Set 004;481-Genetic Geography (Genetik Coğrafya);C1;"science; genetics; biology";Science & Technology;Genetic Geography;Genetik Coğrafya
YDS Set 004;482-Genetic Manipulation (Genetik Manipülasyon);C1;"science; genetics; biology";Science & Technology;Genetic Manipulation;Genetik Manipülasyon
YDS Set 004;483-Genetic Manipulation (Genetik Manipülasyon);C1;"science; genetics; DNA";Science & Technology;Genetic Manipulation;Genetik Manipülasyon
YDS Set 004;484-Genetically Altered Food (Genetiği Değiştirilmiş Gıda);C1;"biology; GMO; food";Food & Agriculture;Genetically Altered Food;Genetiği Değiştirilmiş Gıda
YDS Set 004;485-Girl Power (Kız Gücü);C1;"sociology; gender; sports";Sports;Girl Power;Kız Gücü
YDS Set 004;486-Globalization (Küreselleşme);C1;"economics; globalization; culture";Economics & Business;Globalization;Küreselleşme
YDS Set 004;487-Globalization (Küreselleşme);C1;"globalization; economy; society";Culture & Society;Globalization;Küreselleşme
YDS Set 004;488-Greek and Roman History (Yunan ve Roma Tarihi);C1;"history; archaeology";History;Greek and Roman History;Yunan ve Roma Tarihi
YDS Set 004;489-Harvey Oswald (Harvey Oswald);C1;"ethics; journalism; media";Media & Communication;Harvey Oswald;Harvey Oswald
YDS Set 004;490-Healing Illnesses (Hastalıkları İyileştirmek);C1;"health; medicine; mind-body connection";Health & Medicine;Healing Illnesses;Hastalıkları İyileştirmek
YDS Set 004;491-How Europe Fails Its Young (Avrupa Gençlerini Nasıl Hayal Kırıklığına Uğratıyor);C1;"education; Europe; universities";Education;How Europe Fails Its Young;Avrupa Gençlerini Nasıl Hayal Kırıklığına Uğratıyor
YDS Set 004;492-How Lunar Eclipses Have Changed History (Ay Tutulmaları Tarihi Nasıl Değiştirdi);C1;"astronomy; history; lunar eclipse";History;How Lunar Eclipses Have Changed History;Ay Tutulmaları Tarihi Nasıl Değiştirdi
YDS Set 004;493-How the IMF Became Part of the Problem (IMF Nasıl Sorunun Bir Parçası Haline Geldi);C1;"economics; IMF; crisis";Economics & Business;How the IMF Became Part of the Problem;IMF Nasıl Sorunun Bir Parçası Haline Geldi
YDS Set 004;494-Iceland's Blond Ambition (İzlanda'nın Sarışın Hırsı);C1;"biology; genetics; Iceland";Biology & Animals;Iceland's Blond Ambition;İzlanda'nın Sarışın Hırsı
YDS Set 004;495-Illusions (Yanılsamalar);C1;"psychology; perception; illusions";Psychology & Health;Illusions;Yanılsamalar
YDS Set 004;496-IMF Lost its Purpose (IMF Amacını Kaybetti);C1;"economics; IMF; global finance";Economics & Business;IMF Lost its Purpose;IMF Amacını Kaybetti
