en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
implacable;yatıştırılamaz, uzlaşmaz;adj.;A n implacable emotional response became increasingly apparent as the project entered its final phase.;proje son aşamasına girerken yatıştırılamaz bir duygusal tepki giderek daha belirgin hâle geldi.;;;C2;emotions & attitudes;
implausible;inandırıcı olmayan;adj.;The detective found the suspect's alibi to be completely implausible, as it contradicted several pieces of evidence found at the scene.;Dedektif, şüphelinin mazeretini tamamen inandırıcı bulmadı çünkü olay yerinde bulunan birkaç kanıtla çelişiyordu.;"unbelievable; improbable; unlikely";"plausible; credible; likely";C1;academic & general;
implement;uygulamaya koymak, uygulamak, yerine getirmek (plan vb.);v.;Schools will implement the new curriculum gradually so teachers have time to adapt materials and receive additional training.;Okullar, öğretmenlerin materyalleri uyarlayıp ek eğitim alabilmesi için yeni müfredatı kademeli olarak uygulayacak.;"execute; apply; carry out; realize";"ignore; neglect; abandon";B2;academic & general;Bir planı veya kararı yürürlüğe koymak.
implicate;töhmet altında bırakmak, bulaştırmak;v.;Newly recovered messages implicate several senior executives in efforts to conceal the scale of the data breach.;Yeni ele geçirilen mesajlar, veri ihlalinin boyutunu gizleme çabalarında birkaç üst düzey yöneticinin rolü olduğunu gösteriyor.;"incriminate; involve; connect";"exonerate; absolve; clear";C1;academic & general;
implication;"olası sonuç; ima; suça bulaşma";n.;One implication of longer life expectancy is that pension and healthcare systems must support people for more years after retirement.;Daha uzun yaşam beklentisinin olası sonuçlarından biri, emeklilik ve sağlık sistemlerinin insanları emeklilikten sonra daha uzun yıllar desteklemek zorunda olmasıdır.;"consequence; suggestion; involvement";;B2;cause & effect;Genellikle bir eylemin veya durumun dolaylı sonuçları veya anlamları için kullanılır.
implicit;"imalı, örtük, örtülü, üstü kapalı; kesin, tam, şüphesiz";adj.;The agreement contained an implicit promise that neither side would alter the border while negotiations continued.;Anlaşma, müzakereler sürerken taraflardan hiçbirinin sınırı değiştirmeyeceğine dair örtük bir söz içeriyordu.;"implied; unspoken; inherent; absolute";"explicit; stated; expressed";C1;probability & certainty;Doğrudan ifade edilmeyen ancak anlaşılabilen veya sorgusuz kabul edilen.
implicitly;"gizli bir şekilde, dolaylı olarak; kesin olarak, tamamen";adv.;By accepting the revised budget without objection, the council implicitly approved the cancellation of several smaller projects.;Konsey, revize bütçeyi itiraz etmeden kabul ederek birkaç küçük projenin iptalini dolaylı olarak onaylamış oldu.;"absolutely; completely; tacitly";"explicitly; openly";C1;probability & certainty;
imply;"ima etmek, kastetmek; gerektirmek";v.;A warmer atmosphere can hold more moisture, which may imply heavier rainfall even in regions where annual precipitation changes little.;"Daha sıcak bir atmosfer daha fazla nem tutabilir; bu da yıllık yağışın az değiştiği bölgelerde bile daha şiddetli yağmurlar anlamına gelebilir.";"suggest; hint; indicate";"state; declare; proclaim";B2;academic & general;Bir şeyi doğrudan söylemeden dolaylı olarak ifade etmek.
impolite;kaba, nezaketsiz;adj.;It is impolite to photograph people at close range without asking permission, even in crowded public places.;Kalabalık kamusal alanlarda bile insanları izin istemeden yakından fotoğraflamak kabalıktır.;"rude; discourteous";"polite; courteous";B2;personality & behavior;
importance;önem;n.;The doctor stressed the importance of a healthy diet.;Doktor, sağlıklı beslenmenin önemini vurguladı.;"significance; value; weight";unimportance;A2;academic & general;
important;önemli;adj.;Reliable soil data are important for deciding which crops can be grown without excessive irrigation or fertiliser.;Güvenilir toprak verileri, hangi ürünlerin aşırı sulama veya gübre kullanmadan yetiştirilebileceğine karar vermek için önemlidir.;"significant; crucial; vital";"unimportant; trivial; minor";A1;academic & general;
importantly;önemli biçimde;adv.;More importantly, we need to consider the long-term effects.;Daha da önemlisi, uzun vadeli etkileri düşünmeliyiz.;"significantly; crucially; essentially";;B1;academic & general;
importune;ısrarla istemek, rahatsız ederek rica etmek;v.;The refugees importuned the border officials for permission to enter, but their pleas went unanswered.;Mülteciler, sınır görevlilerinden içeri girmek için ısrarla izin istedi, ancak yalvarışları cevapsız kaldı.;"beseech; entreat; press; pester; beg";"spurn; refuse; reject; leave alone; ignore";C2;"relationships & family;law & justice;communication & media";"'Importune' ısrarla ve rahatsız ederek istemektir; 'beseech/entreat' ile eş anlamlıdır."
impose;(ceza, vergi) yüklemek;v.;The city imposed temporary water restrictions after reservoir levels fell to their lowest point in more than twenty years.;Rezervuar seviyeleri yirmi yılı aşkın sürenin en düşük noktasına düşünce kent geçici su kısıtlamaları uyguladı.;"levy; enforce; inflict";"lift; remove; revoke";B2;academic & general;
impossible;imkansız;adj.;It would be almost impossible to reconstruct the ancient coastline without sediment cores collected from beneath the modern city.;Modern kentin altından alınan tortul karotları olmadan antik kıyı çizgisini yeniden oluşturmak neredeyse imkânsız olurdu.;"unattainable; not possible";"possible; achievable; feasible";A2;academic & general;
impostor;sahtekar;n.;The police quickly realized that the man claiming to be a long-lost relative was actually a clever impostor seeking financial gain.;Polis, kayıp uzun bir akraba olduğunu iddia eden adamın aslında maddi kazanç peşinde koşan zeki bir sahtekar olduğunu hemen anladı.;"fake; fraud; pretender; charlatan";"genuine article; authentic person";C1;academic & general;
impoverish;fakirleştirmek, yoksullaştırmak, zayıflatmak;v.;Repeated crop losses can impoverish farming households by forcing them to sell livestock, equipment, or land to repay debt.;Tekrarlanan ürün kayıpları, çiftçi hanelerini borç ödemek için hayvanlarını, ekipmanlarını veya arazilerini satmaya zorlayarak yoksullaştırabilir.;;;C1;academic & general;
impoverished;yoksul, fakirleştirilmiş;adj.;Children in impoverished districts often face disadvantages that extend beyond income, including overcrowded housing and limited access to healthcare.;Yoksul bölgelerdeki çocuklar, kalabalık konutlar ve sınırlı sağlık hizmeti erişimi de dahil olmak üzere gelirin ötesine geçen dezavantajlarla karşılaşır.;;;C1;society & social issues;
impractical;"pratik olmayan; kullanışsız";adj.;His suggestion was completely impractical for our small office.;Önerisi, küçük ofisimiz için tamamen kullanışsızdı.;"unworkable; unrealistic; useless";"practical; useful; realistic";B2;academic & general;
impregnable;zapt edilemez;adj.;The castle was built on a high hill with thick walls and a deep moat, making it seem impregnable to any attacking army.;Kale, yüksek bir tepeye kalın duvarlar ve derin bir hendekle inşa edilmişti ve herhangi bir saldırı ordusu için zapt edilemez görünüyordu.;"invincible; unconquerable; unassailable";"vulnerable; weak; defenseless";C1;academic & general;
impress;etkilemek;v.;The architect hoped to impress visitors not with decorative excess but with natural light, proportion, and carefully chosen materials.;Mimar, ziyaretçileri aşırı süslemeyle değil doğal ışık, oran ve özenle seçilmiş malzemelerle etkilemeyi amaçladı.;"strike; inspire";"disappoint; dismay";B1;academic & general;
impressed;etkilenmiş;adj.;I was very impressed by her presentation skills.;Sunum becerilerinden çok etkilendim.;"awed; struck; taken";unimpressed;B1;academic & general;
impression;izlenim, etki;n.;The first impression of the restored district is one of continuity, although nearly every building has been structurally reinforced.;"Restore edilen bölgenin ilk izlenimi süreklilik hissidir; oysa neredeyse her bina yapısal olarak güçlendirilmiştir.";"perception; feeling; notion";;B1;cause & effect;
impressionable;kolay etkilenen, telkine açık;adj.;As the evidence accumulated, gold is exceptionally impressionable, enabling goldsmiths to beat it into microscopic sheets without structural fracturing.;"Kanıtlar biriktikçe, altın son derece dövülgen bir metaldir; kuyumcuların yapısal bir kırılma olmaksızın onu mikroskobik tabakalar halinde dövmesine olanak tanır.";"malleable; pliable; ductile";"rigid; brittle; intractable";B2;chemistry & materials;
impressive;etkileyici, çarpıcı, etkili;adj.;The new telescope produced impressive images of distant galaxies despite being far smaller than the observatory's main instrument.;Yeni teleskop, gözlemevinin ana cihazından çok daha küçük olmasına rağmen uzak galaksilerin etkileyici görüntülerini üretti.;"striking; remarkable; grand";"unimpressive; mediocre; ordinary";B2;academic & general;
impressively;etkileyici şekilde;adv.;The team performed impressively in the competition.;Ekip, yarışmada etkileyici bir performans sergiledi.;"remarkably; strikingly; grandly";unimpressively;B2;academic & general;
imprint;"zihnine sokmak, zihnine kazımak; iz bırakmak, damga/mühür basmak, nakşetmek; iz, etki; damga, mühür";"n.;v.";Childhood experiences can imprint powerful associations between particular smells and emotions that remain vivid decades later.;Çocukluk deneyimleri, belirli kokularla duygular arasında onlarca yıl sonra bile canlı kalan güçlü çağrışımları zihne kazıyabilir.;"mark; stamp; engrave";;C1;cause & effect;
improbable;olası olmayan;adj.;It seems improbable that they will arrive on time.;Zamanında varacakları olası görünmüyor.;"unlikely; doubtful; remote";"probable; likely";B2;probability & certainty;
improper;uygunsuz, yakışıksız, yanlış, hatalı, yersiz;adj.;Improper disposal of batteries can release toxic metals into soil and groundwater, particularly at poorly managed landfill sites.;Bataryaların uygunsuz biçimde bertaraf edilmesi, özellikle kötü yönetilen depolama sahalarında zehirli metalleri toprağa ve yeraltı suyuna salabilir.;;;C1;comparison & evaluation;
impropriety;uygunsuz davranış, usulsüzlük;n.;The analysis identified impropriety as a factor influencing professional responsibility when resources were especially limited.;Analiz, uygunsuz davranış unsurunu mesleki sorumluluk üzerinde etkili bir etken olarak kaynakların özellikle sınırlı olduğu koşullarda belirledi.;;;C2;ethics & values;
improve;geliştirmek;v.;Air quality can improve rapidly when cities replace old buses, restrict high-emission vehicles, and expand clean public transport.;Kentler eski otobüsleri yenileyip yüksek emisyonlu araçları sınırlandırdığında ve temiz toplu taşımayı genişlettiğinde hava kalitesi hızla iyileşebilir.;"get better; enhance";"worsen; decline";B1;change & development;
improved;gelişmiş, yüksek;adj.;The new model has improved performance and fuel efficiency.;Yeni model, geliştirilmiş performans ve yakıt verimliliğine sahip.;"enhanced; better; upgraded";"worse; inferior";B1;academic & general;
improvement;gelişme, ilerleme;n.;There has been a significant improvement in her health.;Sağlığında önemli bir iyileşme oldu.;"progress; advance; enhancement";"decline; deterioration";A2;change & development;
improving;geliştirici, gelişen;adj.;The company has an improving financial outlook.;Şirketin gelişen bir mali görünümü var.;"enhancing; progressing; advancing";"declining; worsening";B2;academic & general;
impudent;küstah, arsız, saygısız;adj.;The impudent child stuck his tongue out at the principal during the school assembly.;Küstah (arsız) çocuk, okul toplantısı sırasında müdüre dil çıkardı.;"brazen; insolent; cheeky";"polite; respectful; courteous";C2;personality & behavior;Özellikle otoriteye karşı terbiyesizce ve yüzsüzce davranan.
impugn;doğruluğunu veya dürüstlüğünü sorgulamak;v.;The defence argued that minor inconsistencies were insufficient to impugn the witness's overall credibility.;Savunma, küçük tutarsızlıkların tanığın genel güvenilirliğini sorgulamak için yetersiz olduğunu savundu.;"challenge; question; cast doubt on";"validate; affirm; endorse";C2;"law & justice;comparison & evaluation";Özellikle güvenilirlik, dürüstlük veya gerekçeyi şüphe altına almak için kullanılır.
impulse;dürtü, güdü, ani bir istek, uyarı etkisi;n.;Online retailers encourage impulse buying by making payment nearly instantaneous and displaying constant reminders of limited-time offers.;Çevrim içi perakendeciler ödemeyi neredeyse anlık hâle getirip süreli fırsatları sürekli hatırlatarak dürtüsel satın almayı teşvik eder.;"urge; whim; desire";"deliberation; premeditation";B2;risk & safety;
impulsive;"dürtüsel; fevri";adj.;She regretted her impulsive decision to quit her job.;İşinden ayrılma konusundaki fevri kararından pişman oldu.;"spontaneous; hasty; rash";"deliberate; cautious";B2;academic & general;
impulsively;düşünmeden, birdenbire, düşüncesizce;adv.;People who shop impulsively may later regret purchases made during periods of stress, boredom, or excitement.;Düşünmeden alışveriş yapan kişiler, stres, sıkıntı veya heyecan dönemlerinde yaptıkları satın almalardan daha sonra pişman olabilir.;"rashly; hastily; spontaneously";"deliberately; cautiously; thoughtfully";B2;academic & general;
impulsivity;dürtüsellik;n.;The investigation drew attention to impulsivity because of its effect on decision making in the most demanding operating conditions.;Soruşturma, dürtüsellik unsurunun karar verme üzerindeki etkisine en zorlayıcı işletme koşullarında dikkat çekti.;;;C1;psychology & mind;
impunity;cezasız kalma, yaptırımdan muafiyet;n.;In the lawless region, warlords committed atrocious crimes with absolute impunity.;Kanunsuz bölgede, savaş ağaları iğrenç suçları mutlak bir cezasızlıkla işlediler.;"exemption; immunity; amnesty";"liability; vulnerability; punishment";C1;law & justice;Hukuk veya siyaset metinlerinde 'with impunity' (ceza almadan/yaptırımsız) kalıbı olarak banko çıkar.
impurity;tağşiş, saflığını bozma, hile karıştırma;n.;In the final technical report, strict laboratory testing was enforced at the border to prevent the impurity of imported dairy products.;Nihai teknik raporda, i̇thal süt ürünlerine hile karıştırılmasını ve tağşişi önlemek için sınırda sıkı laboratuvar testleri uygulandı.;"adulteration; contamination; debasement";"purification; refinement";B2;"medicine & health;daily life";
imputation;eksik veri tamamlama;n.;Multiple imputation was used to estimate values for missing survey responses.;Eksik anket yanıtlarındaki değerleri tahmin etmek için çoklu eksik veri tamamlama kullanıldı.;;;C1;research & science;
impute;atfetmek, yüklemek (suç/neden);v.;The scandal imputed blame to senior executives who had ignored repeated warnings about the risky investments.;Skandal, riskli yatırımlarla ilgili tekrarlanan uyarıları görmezden gelen üst düzey yöneticilere suç yükledi.;"attribute; ascribe; assign";"absolve; exonerate; acquit";C2;"law & justice;business & management;work & career";"'Impute to' kalıbı 'birine suç/neden atfetmek' demektir; 'ascribe' ile eş anlamlıdır."
in;---de/da, -deki/daki;prep.;Many species living in caves have evolved in complete darkness and rely less on vision than on touch or smell.;Mağaralarda yaşayan birçok tür tamamen karanlıkta evrimleşmiş ve görmeden çok dokunma ya da kokuya bağımlı hâle gelmiştir.;"inside; within";outside;A1;academic & general;
in a number of ways;birçok yolla;phrase;You can solve this in a number of ways.;Bunu birçok yolla çözebilirsin.;"in various ways; diversely";in one way;B2;"mathematics;measurement & quantity";
in a row;art arda, peş peşe, üst üste;phrase;The city recorded temperatures above forty degrees for five days in a row, placing exceptional strain on hospitals and power networks.;Kentte sıcaklıklar art arda beş gün kırk derecenin üzerinde ölçüldü ve bu durum hastanelerle elektrik şebekeleri üzerinde olağanüstü baskı yarattı.;"consecutively; successively";;B1;"art & design;change & development";
in accordance with;---e uygun olarak, doğrultusunda;prep.;All data is processed in accordance with strict international privacy laws and regulations.;Tüm veriler, katı uluslararası gizlilik yasalarına ve düzenlemelerine uygun olarak işlenir.;"according to; in line with";;C1;comparison & evaluation;
in addition;ayrıca, ek olarak;conj.;In addition to his teaching duties, he also conducts research.;Öğretim görevlerine ek olarak, aynı zamanda araştırma da yapıyor.;"furthermore; moreover; additionally";;B1;academic & writing;
in addition to;yanı sıra, ek olarak;prep.;In addition to his regular teaching duties, he also volunteers to coach the school's debate team every Friday afternoon.;Normal öğretmenlik görevlerine ek olarak, her Cuma öğleden sonra okulun münazara takımına gönüllü koçluk da yapıyor.;"besides; as well as";;B2;academic & writing;
in advance;önceden, peşin;adv.;Travellers can reduce costs by booking train tickets several weeks in advance rather than buying them on the day of departure.;Yolcular, tren biletlerini hareket günü almak yerine birkaç hafta önceden ayırtarak maliyetleri azaltabilir.;"beforehand; ahead of time; previously";"later; afterwards; subsequently";B2;time & frequency;Bir şey olmadan önce.
in an effort to;amacıyla, -mek/-mak için;prep.;The city planted thousands of street trees in an effort to reduce summer heat and improve air quality.;Kent, yaz sıcaklığını azaltmak ve hava kalitesini iyileştirmek amacıyla binlerce sokak ağacı dikti.;;;C1;academic & writing;
in april;Nisan'da;phrase;It often rains in April.;Nisan'da sık sık yağmur yağar.;;;A1;academic & general;
in captivity;tutsak;phrase;Animals in captivity often live longer.;Tutsaktaki hayvanlar genellikle daha uzun yaşar.;"imprisoned; caged";in the wild;B2;academic & general;
in case;ihtimaline karşı, olur da;conj.;Take a portable battery in case the field equipment needs recharging somewhere without access to mains electricity.;Saha ekipmanının şebeke elektriğine erişim olmayan bir yerde yeniden şarj edilmesi gerekebilir diye taşınabilir bir batarya alın.;;;B2;academic & writing;
in case of;durumunda, hâlinde;prep.;In case of a fire alarm, please proceed calmly to the nearest emergency exit and assemble outside the building.;Yangın alarmı durumunda, lütfen sakin bir şekilde en yakın acil çıkışa ilerleyin ve binanın dışında toplanın.;in the event of;;B2;academic & writing;
in certain circumstances;belirli şartlarda;phrase;This rule applies in certain circumstances.;Bu kural belirli şartlarda geçerlidir.;under certain conditions;in general;B2;probability & certainty;
in charge of;---den sorumlu, yönetiminde;phrase;Who is in charge of this department?;Bu bölümden kim sorumlu?;"responsible for; heading";subordinate to;B1;academic & general;
in common;"ortak nokta; ortak olarak";phrase;The two coastal communities have more in common than their different languages and political histories might initially suggest.;İki kıyı topluluğunun, farklı dilleri ve siyasi geçmişlerinin ilk bakışta düşündürebileceğinden daha fazla ortak noktası vardır.;"shared; jointly; mutually";"different; unshared";B2;academic & general;Aynı ilgi alanlarına, özelliklere veya deneyimlere sahip olmak.
in confidence;gizli olarak;phrase;I'm telling you this in confidence.;Bunu sana gizli olarak söylüyorum.;"privately; secretly";publicly;B2;academic & general;
in contrast;aksine, tam tersine;prep.;In contrast to his brother, he is very shy and introverted.;Kardeşinin aksine, o çok utangaç ve içe dönüktür.;"on the contrary; conversely";similarly;B2;academic & writing;
in contrast to;aksine, karşıt olarak;prep.;In contrast to his outgoing and talkative brother, Mark is quite introverted and prefers to spend his time reading alone.;Dışa dönük ve konuşkan kardeşinin aksine, Mark oldukça içe dönüktür ve zamanını yalnız başına kitap okuyarak geçirmeyi tercih eder.;"contrary to; unlike";"similar to; like";B2;academic & writing;
in danger of;---me tehlikesinde;phrase;The building is in danger of collapse.;Bina çökme tehlikesinde.;"at risk of; threatened by";safe from;B2;risk & safety;
in fact;aslında, gerçekte;conj.;"I thought the movie was boring; in fact, I fell asleep.";"Filmin sıkıcı olduğunu düşündüm; aslında uyuyakaldım.";"actually; as a matter of fact; in reality";;B1;academic & general;
in favor of;lehinde, -den yana;phrase;They voted in favor of the law.;Kanun lehine oy kullandılar.;"supporting; for";against;B2;academic & general;
in favour of;lehinde, -den yana;prep.;Most residents voted in favour of converting the abandoned railway into a walking and cycling route.;Sakinlerin çoğu, terk edilmiş demiryolunun yaya ve bisiklet güzergâhına dönüştürülmesi lehinde oy kullandı.;"supporting; for";"against; opposed to";B2;academic & general;
in front of;önünde;prep.;A long queue formed in front of the clinic before sunrise because vaccination appointments were available without advance booking.;Aşı randevuları önceden rezervasyon olmadan alınabildiği için gün doğmadan kliniğin önünde uzun bir kuyruk oluştu.;"ahead of; before";behind;A2;academic & general;
in general;genel olarak, genellikle, genelde;adv.;In general, older buildings consume more energy unless insulation, windows, and heating systems have been substantially upgraded.;Genel olarak eski binalar, yalıtımları, pencereleri ve ısıtma sistemleri önemli ölçüde yenilenmedikçe daha fazla enerji tüketir.;;;B2;academic & writing;
in line with;---e göre, uygun olarak;phrase;The price is in line with the market.;Fiyat piyasaya uygun.;"consistent with; according to";contrary to;B2;comparison & evaluation;
in order that;---sin diye, amacıyla;prep.;They are saving money in order that they can buy a house.;Bir ev alabilmek için para biriktiriyorlar.;"so that; with the aim that";;B2;academic & general;
in order to;---mek için, amacıyla;prep.;The river channel was widened in order to carry floodwater safely past densely populated neighbourhoods.;Nehir yatağı, taşkın sularını yoğun nüfuslu mahallelerin yanından güvenli biçimde geçirmek amacıyla genişletildi.;so as to;;B1;academic & general;
in other words;yani, diğer bir deyişle, başka bir deyişle;prep.;"The species is endemic; in other words, it occurs naturally nowhere else in the world.";"Bu tür endemiktir; başka bir deyişle dünyada doğal olarak başka hiçbir yerde bulunmaz.";"that is; namely; to put it differently";;B2;academic & general;Aynı şeyi daha basit veya farklı bir şekilde ifade etmek için kullanılır.
in particular;özellikle;prep.;I enjoyed the whole concert, but the final piece, in particular, was absolutely breathtaking and memorable.;Konserin tamamını beğendim, ancak özellikle son parça kesinlikle nefes kesici ve unutulmazdı.;"especially; particularly";"generally; overall";B2;academic & general;
in place of;yerine;prep.;The manager decided to attend the international conference in place of the CEO, who was feeling unwell that day.;Yönetici, o gün kendini iyi hissetmeyen CEO'nun yerine uluslararası konferansa katılmaya karar verdi.;instead of;;B2;geography & places;
in proportion to;ile orantılı;phrase;Salaries are not in proportion to the work done.;Maaşlar yapılan işle orantılı değil.;"relative to; commensurate with";disproportionate to;B2;academic & general;
in pursuit of;peşinde, arayışında;phrase;They are in pursuit of the thief.;Hırsızın peşindeler.;"chasing; seeking";fleeing from;B2;academic & general;
in question;söz konusu olan;phrase;The document in question contains the measurements used to justify the revised threshold and should therefore be preserved for audit.;Söz konusu belge revize edilen eşiği gerekçelendirmek için kullanılan ölçümleri içerdiğinden denetim amacıyla saklanmalıdır.;"at issue; being discussed";;B2;academic & general;
in reference to;---e dair, hakkında;prep.;I am calling you in reference to the job application I submitted online earlier this week.;Size, bu hafta başında çevrimiçi olarak gönderdiğim iş başvurusuna atfen telefon ediyorum.;"with reference to; regarding";;C1;academic & general;
in response to;yanıt olarak;prep.;In response to the growing public concern, the government has launched a full investigation into the matter.;Artan kamu endişesine yanıt olarak, hükümet konuyla ilgili kapsamlı bir soruşturma başlattı.;as a reply to;;B2;academic & general;
in return;karşılık olarak, karşılığında, mukabilinde;n.;The university gave local farmers access to its laboratories and received long-term field data in return.;Üniversite yerel çiftçilere laboratuvarlarına erişim sağladı ve karşılığında uzun dönemli saha verileri aldı.;;;C1;academic & writing;
in search of;arayışında;phrase;He went abroad in search of work.;İş arayışında yurt dışına gitti.;"looking for; seeking";;B1;academic & general;
in size;boyut olarak;phrase;They vary in size and color.;Boyut ve renk olarak farklılık gösterirler.;in dimension;;B1;academic & general;
in spite of;---e rağmen;prep.;In spite of heavy rain, crews completed the emergency repairs before the morning rush hour began.;Şiddetli yağmura rağmen ekipler acil onarımları sabah yoğunluğu başlamadan tamamladı.;despite;"because of; due to";B2;academic & general;
in terms of;açısından, bakımından, yönünden;phrase;The two materials perform similarly in terms of strength, but one is lighter, cheaper, and easier to recycle.;"İki malzeme dayanım açısından benzer performans gösterir; ancak biri daha hafif, daha ucuz ve geri dönüştürülmesi daha kolaydır.";"regarding; concerning; with respect to";;B2;academic & general;Belirli bir konu veya yön hakkında konuşurken kullanılır.
in that;---ması bakımından, için;conj.;The new battery is unusual in that it remains stable even when exposed to extremely low temperatures.;Yeni batarya, son derece düşük sıcaklıklara maruz kaldığında bile kararlı kalması bakımından sıra dışıdır.;"because; since; as";;B2;academic & general;"Bir ifadeyi açıklamak veya gerekçelendirmek için kullanılır; ""çünkü"" veya ""şu açıdan ki"" anlamında."
in the case of;söz konusu olduğunda, durumunda;phrase;In the case of students, there is a discount.;Öğrencilere gelince, indirim var.;"regarding; concerning";;B1;academic & general;
in the end;nihayet;phrase;In the end, we decided to stay home.;Nihayet, evde kalmaya karar verdik.;"finally; ultimately";initially;B1;academic & general;
in the event of;olması durumunda;prep.;In the event of any unforeseen technical difficulties, our support team is available 24/7 to assist you.;Herhangi bir öngörülemeyen teknik zorluk durumunda, destek ekibimiz size yardımcı olmak için 7/24 hizmetinizdedir.;in case of;;C1;academic & general;
in the meantime;bu arada, o sürede;conj.;"The computer is being repaired; in the meantime, you can use this one.";"Bilgisayar tamir ediliyor; bu arada bunu kullanabilirsiniz.";"meanwhile; in the interim";;B1;academic & general;
in the wake of;ardından, sonrasında;phrase;In the wake of the earthquake, engineers reassessed thousands of schools and hospitals built before modern seismic standards.;Depremin ardından mühendisler, modern deprem standartlarından önce inşa edilmiş binlerce okul ve hastaneyi yeniden değerlendirdi.;"following; as a result of";before;C1;cause & effect;
in time;zamanından biraz önce;phrase;Early symptoms are often mild, but the infection can become serious if it is not treated in time.;"Erken belirtiler çoğu zaman hafiftir; ancak enfeksiyon zamanında tedavi edilmezse ciddi hâle gelebilir.";"not late; early enough";too late;B1;academic & general;
in times of hardship;zorluk zamanında;phrase;People help each other in times of hardship.;Zorluk zamanında insanlar birbirine yardım eder.;during difficult times;in good times;B2;academic & general;
in vain;boşu boşuna, beyhude;adv.;Rescue teams searched in vain for a second access road after landslides blocked the only route into the valley.;Heyelanlar vadiye giden tek yolu kapatınca kurtarma ekipleri ikinci bir ulaşım yolu bulmak için boşuna aradı.;"uselessly; unsuccessfully; vainly";successfully;B2;academic & general;
inability;acizlik, yetersizlik;n.;His inability to delegate tasks to his team members often resulted in him working late nights.;Görevleri ekip üyelerine devretmedeki yetersizliği, çoğu zaman geç saatlere kadar çalışmasına neden oluyordu.;"incapacity; incompetence";"ability; capacity";B2;academic & general;
inaccessible;"ulaşılmaz; erişilmez";adj.;The village is inaccessible by road in winter.;Köye kışın karayoluyla ulaşılamaz.;"unreachable; remote; isolated";"accessible; reachable";B2;academic & general;
inaction;eylemsizlik, hareketsizlik;n.;His greatest regret in life was not his failed business venture, but his inaction in pursuing his true passion for painting.;Hayatındaki en büyük pişmanlığı başarısız iş girişimi değil, resim yapmaya olan gerçek tutkusunu takip etmedeki eylemsizliğiydi.;"inactivity; passivity; idleness";"action; activity; initiative";C1;academic & general;
inadequacy;yetersizlik;n.;He felt a sense of inadequacy.;Bir yetersizlik hissetti.;"insufficiency; shortage; deficiency";"adequacy; sufficiency";B2;academic & general;
inadequate;yetersiz;adj.;Inadequate ventilation allowed heat and chemical vapours to accumulate inside the workshop during the summer shift.;Yetersiz havalandırma, yaz vardiyası sırasında atölyenin içinde ısı ve kimyasal buharların birikmesine yol açtı.;"insufficient; lacking; deficient";"adequate; sufficient; enough";B2;comparison & evaluation;
inadequately;yetersiz olarak;adv.;The room was inadequately heated.;Oda yetersiz ısıtılmıştı.;"insufficiently; poorly; deficiently";"adequately; sufficiently";C1;comparison & evaluation;
inadvertent;kasıtsız, farkında olmadan yapılan;adj.;The results pointed to a n inadvertent behavioral style in the cases examined in the most demanding operating conditions.;Sonuçlar, incelenen vakalarda en zorlayıcı işletme koşullarında kasıtsız bir davranış biçimi bulunduğuna işaret etti.;;;C1;personality & behavior;
inadvertently;yanlışlıkla, kasıtlı olmadan, bilmeyerek, kazara;adv.;A technician inadvertently deleted part of the archive while attempting to move old records to a new storage system.;Bir teknisyen eski kayıtları yeni bir depolama sistemine taşımaya çalışırken arşivin bir bölümünü yanlışlıkla sildi.;"accidentally; unintentionally; unwittingly";"deliberately; intentionally; knowingly";C1;academic & general;
inalienable;devredilemez, vazgeçilemez (hak);adj.;Freedom of speech is considered an inalienable right in all true democratic societies.;İfade özgürlüğü, tüm gerçek demokratik toplumlarda devredilemez bir hak olarak kabul edilir.;"absolute; non-transferable; undeniable";"alienable; revokable; temporary";C1;government & politics;Doğuştan gelen ve yasal olarak kimsenin elinizden alamayacağı (inalienable rights) haklar.
inane;anlamsız, aptalca, boş;adj.;The interviewer's inane questions about the scientist's personal life distracted from her groundbreaking research.;Görüşmecinin bilim insanının özel hayatı hakkındaki anlamsız soruları, onun çığır açan araştırmasından uzaklaştırıyordu.;"silly; fatuous; vacuous; foolish; empty";"meaningful; profound; sensible; intelligent";C2;"communication & media;psychology & mind";"'Inane' anlamsız/saçma anlamındadır; 'fatuous' ile eş anlamlı, 'profound' ile zıttır."
inanimate;cansız;adj.;The child treated her dolls as if they were real, talking to them and caring for the inanimate objects.;Çocuk bebeklerine gerçekmiş gibi davrandı, cansız nesnelerle konuştu ve onlara baktı.;"lifeless; dead; inert";"living; alive; animate";B2;academic & general;
inasmuch as;---dığı ölçüde, mademki, -den dolayı;conj.;Inasmuch as the budget has been cut, we must abandon the new marketing project.;Bütçe kesintiye uğradığı için (uğradığı ölçüde), yeni pazarlama projesini terk etmeliyiz.;"since; considering that; because";"despite; although";C2;academic & general;Sebep-sonuç (cause-effect) bildiren çok resmi bir bağlaçtır. 'Because' veya 'since' yerine şıklarda eleyici olarak konur.
inborn;doğuştan gelen;adj.;Humans appear to have an inborn tendency to notice faces, even in patterns where no actual face is present.;İnsanların, gerçek bir yüz bulunmayan desenlerde bile yüzleri fark etmeye yönelik doğuştan gelen bir eğilimi olduğu görülüyor.;"innate; natural; inherent";"acquired; learned";B2;academic & general;Doğuştan gelen (innate ile neredeyse aynı anlamda).
