en_word;tr_meaning;pos;example_en;example_tr;synonyms_raw;antonyms_raw;level;tags_raw;notes
unveil;açıklamak, tanıtmak;v.;The company will unveil its latest product at a press conference next week, showcasing its new features.;Şirket, yeni özelliklerini sergileyerek en son ürününü önümüzdeki hafta bir basın toplantısında tanıtacak.;"reveal; disclose; present";"conceal; hide";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
up;yukarı, -e kadar;prep.;The cat climbed quickly up the tall tree and then couldn't get back down.;Kedi hızla uzun ağaca tırmandı ve sonra geri inemedi.;toward a higher position;down;A2;movement_location;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
up to;"-e kadar; bağlı olarak";prep.;The final cost could rise to ten million euros, depending on how much contaminated soil has to be removed.;Nihai maliyet, ne kadar kirlenmiş toprağın kaldırılması gerektiğine bağlı olarak on milyon avroya kadar çıkabilir.;"until; as far as";"beyond; past";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
up to you;Sana Kalmış, Nasıl İstersen;phr. v.;"We can either go to a movie tonight or just stay home and relax; the decision is entirely up to you.";"Bu gece ya sinemaya gidebiliriz ya da sadece evde kalıp dinlenebiliriz; karar tamamen sana kalmış.";"Your choice; as you wish";;A2;academic_general;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
slice;"Dilim; Dilimlemek";"n.;v.";Would you like another slice of that delicious chocolate cake we had for dessert?;Tatlı olarak yediğimiz o lezzetli çikolatalı pastadan bir dilim daha ister misiniz?;"Piece; portion; segment; cut";"Whole; total";A2;food_nutrition;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
uphold;desteklemek, savunmak, tarafını tutmak, korumak;v.;Independent courts are essential because they uphold legal rights even when doing so is politically unpopular.;Bağımsız mahkemeler, siyasi açıdan hoş karşılanmasa bile yasal hakları korudukları için vazgeçilmezdir.;"support; maintain; defend";"oppose; undermine";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
upon;"üstüne; -den sonra";prep.;Upon arrival at the research station, each sample was labeled, photographed, and placed in cold storage.;Araştırma istasyonuna varışın ardından her numune etiketlendi, fotoğraflandı ve soğuk depoya yerleştirildi.;"on; onto; after";;B2;academic_general;"Genellikle ""on"" ile aynı anlamda, daha resmi bir kelime. Bir olayın hemen ardından olanı belirtmek için de kullanılır."
upside-down;Tepe Taklak, Ters Dönmüş;"adj.;adv.";The painting was hung upside-down on the wall, and nobody noticed it until the gallery opened.;Tablo duvara ters asılmıştı ve galeri açılana kadar kimse fark etmedi.;"Inverted; wrong side up";Right-side up;B1;academic_general;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
upward;yukarı doğru;prep.;The path led upward through the dense forest until it reached the mountain summit.;Patika, yoğun ormanın içinden yukarı doğru, dağın zirvesine ulaşana kadar ilerledi.;"up; towards a higher place";downward;B2;"movement_location;comparison_evaluation";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
urban;kentsel;adj.;Rapid urban growth has increased pressure on public transport, housing, and water infrastructure.;Hızlı kentsel büyüme toplu taşıma, konut ve su altyapısı üzerindeki baskıyı artırdı.;"city; metropolitan; municipal";"rural; country";B2;"geography_places;urbanization_cities";Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
snack;Ara Öğün, Atıştırmalık;"n.;v.";A protein-rich snack after exercise can help athletes recover without requiring a large meal.;Egzersizden sonra protein açısından zengin bir atıştırmalık, büyük bir öğün gerektirmeden sporcuların toparlanmasına yardımcı olabilir.;"Bite; refreshment; nibble";"Meal; feast";A1;food_nutrition;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
urgent;acil;adj.;Engineers identified an urgent need to reinforce the dam before the next period of heavy rainfall.;Mühendisler, bir sonraki yoğun yağış döneminden önce barajın güçlendirilmesine yönelik acil bir ihtiyaç belirledi.;"pressing; critical; immediate";"non-urgent; unimportant";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
usable;kullanılabilir;adj.;The raw measurements became usable only after engineers removed corrupted records, synchronized timestamps, and verified the sensor calibration.;Ham ölçümler ancak mühendisler bozuk kayıtları temizleyip zaman damgalarını eşitleyip sensör kalibrasyonunu doğruladıktan sonra kullanılabilir hâle geldi.;"useful; functional";"useless; unusable";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
use;kullanmak;v.;Farmers increasingly use satellite images to identify dry areas before crop damage becomes visible from the ground.;Çiftçiler, ürün hasarı yerden görünür hâle gelmeden önce kurak alanları belirlemek için giderek daha fazla uydu görüntüsü kullanıyor.;"utilize; employ";"ignore; waste";A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
use up;tüketmek, harcamak;phr. v.;If households use up groundwater faster than aquifers can recover, wells may eventually run dry.;Haneler yeraltı suyunu akiferlerin kendini yenileme hızından daha hızlı tüketirse kuyular sonunda kuruyabilir.;"consume; exhaust; deplete";"save; conserve; replenish";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
useful;"kullanışlı; yararlı";adj.;This app is really useful for learning new vocabulary while you're on the go.;Bu uygulama, hareket halindeyken yeni kelimeler öğrenmek için gerçekten yararlı.;"helpful; practical; beneficial";"useless; worthless";A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
useless;işe yaramaz;adj.;The old broken wooden tools are completely and absolutely useless for heavily fixing this highly complicated modern machine.;Eski kırık ahşap aletler, bu son derece karmaşık modern makineyi ağır bir şekilde tamir etmek için tamamen ve kesinlikle işe yaramazdır.;"worthless; ineffective";"useful; valuable";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
usually;genellikle;adv.;"I usually wake up at 7. The broader context clarifies how ""usually"" is used in natural English.";"Genellikle 7'de uyanırım. Ek bağlam, ""usually"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"generally; normally";"rarely; seldom";A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
utilitarian;faydacı;adj.;His decision to marry was not based on romantic love but on a purely utilitarian consideration of financial security and social status.;Evlenme kararı romantik aşka değil, tamamen maddi güvence ve sosyal statüyle ilgili faydacı bir düşünceye dayanıyordu.;"practical; functional; pragmatic";"impractical; decorative; luxurious";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
utility;fayda;n.;"The utility of this device is questionable. The broader context clarifies how ""utility"" is used in natural English.";"Bu cihazın faydası tartışmalı. Ek bağlam, ""utility"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"usefulness; benefit; practicality";uselessness;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
utilization;kullanım;n.;"The utilization of solar power is increasing. The broader context clarifies how ""utilization"" is used in natural English.";"Güneş enerjisi kullanımı artıyor. Ek bağlam, ""utilization"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"use; employment; application";;C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
utilize;faydalanmak, kullanmak;v.;The factory plans to utilize waste heat from its furnaces to produce steam for nearby buildings.;Fabrika, fırınlarından çıkan atık ısıdan yararlanarak yakındaki binalar için buhar üretmeyi planlıyor.;"use; employ";"waste; ignore";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
utter;"dile getirmek, ses çıkarmak, söylemek; tam, tüm, bütün, her şeyiyle";"adj.;v.";The witness refused to utter a single word until a lawyer was present during the questioning.;Tanık, sorgulama sırasında bir avukat hazır bulunana kadar tek kelime söylemeyi reddetti.;"absolute; complete; speak; voice";"partial; incomplete; withhold";C1;academic_general;Tamamen veya söylemek.
utterly;tamamen, tümüyle;adv.;The claim was utterly inconsistent with satellite images showing that the forest had been cleared months earlier.;İddia, ormanın aylar önce temizlendiğini gösteren uydu görüntüleriyle tamamen çelişiyordu.;"completely; totally; absolutely";"partly; somewhat; slightly";B2;academic_general;"Vurgu için kullanılan güçlü bir zarf; tamamen."
vip;çok önemli kişi;n.;The conference provided a separate reception area for VIP guests and senior officials.;Konferans, çok önemli konuklar ve üst düzey yetkililer için ayrı bir karşılama alanı sağladı.;"Dignitary; notable";;B1;"people_identity;business_management";"Genellikle büyük harfle VIP olarak yazılır; ""Very Important Person"" ifadesinin kısaltmasıdır."
vacancy;"boş yer, boş oda, boşluk; boş kadro, açık pozisyon";n.;The hospital advertised a vacancy for a biomedical engineer with experience in maintaining diagnostic equipment.;Hastane, tanı ekipmanlarının bakımında deneyimli bir biyomedikal mühendisi için açık pozisyon ilan etti.;"opening; position; emptiness";"occupation; filled";B2;geography_places;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
vacant;boş, boşta, açık (pozisyon);adj.;Several apartments remained vacant because rents had risen far beyond what local workers could afford.;Kiralar yerel çalışanların karşılayabileceği düzeyin çok üzerine çıktığı için birkaç daire boş kaldı.;"empty; unoccupied; free";"occupied; filled; taken";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
vacation;tatil;n.;During the summer vacation, the museum extends its opening hours to accommodate the increase in visitors.;Yaz tatili sırasında müze, ziyaretçi sayısındaki artışı karşılamak için çalışma saatlerini uzatıyor.;"holiday; break; leave";"work; term";A2;travel_tourism;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
vacuum cleaner;Elektrik Süpürgesi;n.;She uses the vacuum cleaner every day to remove the dog hair that accumulates on the carpets.;Halılarda biriken köpek tüylerini temizlemek için her gün elektrik süpürgesini kullanır.;Hoover;;A2;"engineering;energy_resources;housing_home";"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
vague;belirsiz, anlaşılmaz, muğlak;adj.;The minister gave only a vague explanation of how the new subsidy would be financed after the first year.;Bakan, yeni teşvikin ilk yıldan sonra nasıl finanse edileceğine ilişkin yalnızca belirsiz bir açıklama yaptı.;"unclear; indistinct; hazy; uncertain";"clear; specific; distinct";B2;academic_general;Net veya kesin olmayan.
vainly;boşuna, boş yere, beyhude;adv.;Rescue teams searched vainly for survivors after severe weather made several mountain villages inaccessible.;Şiddetli hava koşulları birkaç dağ köyünü ulaşılmaz hâle getirdikten sonra kurtarma ekipleri boşuna hayatta kalanları aradı.;"uselessly; fruitlessly; unsuccessfully";"successfully; effectively; usefully";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
valid;geçerli;adj.;The permit remains valid for five years provided that the operator continues to meet all safety requirements.;İşletmeci tüm güvenlik gereklerini karşılamaya devam ettiği sürece izin beş yıl boyunca geçerli kalır.;"legitimate; acceptable; current";"invalid; expired; void";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
validate;doğrulamak, geçerli kılmak;v.;Independent laboratories were asked to validate the new diagnostic test before it was introduced nationwide.;Yeni tanı testi ülke çapında kullanıma sunulmadan önce bağımsız laboratuvarlardan testi doğrulamaları istendi.;"confirm; verify; approve";"invalidate; disprove; reject";B2;academic_general;Bir şeyin geçerli, doğru veya kabul edilebilir olduğunu resmen onaylamak.
valuable;değerli;adj.;Local knowledge proved valuable when emergency teams had to reach villages cut off by landslides.;Heyelanlar nedeniyle bağlantısı kesilen köylere acil ekiplerin ulaşması gerektiğinde yerel bilgi çok değerli oldu.;"precious; worthwhile; helpful";"worthless; useless";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
sock;"Çorap; Vurmak; (Deyim) Susmak";"n.;v.";He realized he was wearing two different socks only after he arrived at the office.;Ofise vardıktan sonra iki farklı çorap giydiğini fark etti.;;;A1;fashion_clothing;"""Put a sock in it!"" deyimi ""Kapa çeneni!"" anlamında kullanılır."
van;Minibüs, Kamyonet;n.;The moving company arrived with a large van to transport all our furniture to the new house.;Nakliye şirketi, tüm mobilyalarımızı yeni eve taşımak için büyük bir kamyonetle geldi.;;;A2;transportation_traffic;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
vandalism;vandalizm;n.;Repeated acts of vandalism damaged several historic buildings and forced the city to increase nighttime security.;Tekrarlanan vandalizm eylemleri birkaç tarihi binaya zarar verdi ve şehri gece güvenliğini artırmaya zorladı.;"sabotage; destruction; defacement";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
vandalize;tahrip etmek, zarar vermek;v.;A group of teenagers was caught trying to vandalize the old school building by spray-painting graffiti on its walls.;Bir grup genç, duvarlarına sprey boyayla graffiti yaparak eski okul binasını tahrip etmeye çalışırken yakalandı.;"damage; deface; trash";"repair; restore; protect";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
vanilla;Vanilya;"n.;adj.";For the cake, she used real vanilla extract instead of artificial flavoring to get a better taste.;Pasta için daha iyi bir tat elde etmek amacıyla yapay aroma yerine gerçek vanilya özü kullandı.;;;A2;food_nutrition;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
vanish;yok olmak, kaybolmak;v.;As wetlands vanish, migratory birds lose feeding grounds that are essential during their long seasonal journeys.;Sulak alanlar yok oldukça göçmen kuşlar uzun mevsimsel yolculuklarında hayati önem taşıyan beslenme alanlarını kaybediyor.;"disappear; evaporate; fade";"appear; materialize";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
vaporize;Buharlaşmak;v.;When water is heated to its boiling point, it will eventually vaporize and turn into steam.;Su, kaynama noktasına kadar ısıtıldığında, sonunda buharlaşacak ve buhara dönüşecektir.;"Evaporate; volatilize";"Condense; solidify";B2;"physics_astronomy;chemistry_materials";"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
variable;değişken;adj.;"The weather in this city is highly variable; it can be sunny one minute and raining the next.";"Bu şehirde hava oldukça değişkendir; bir dakika güneşli, bir dakika sonra yağmurlu olabilir.";"changeable; fluctuating; inconsistent";"constant; steady; invariable";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
variation;farklılık, çeşitlilik;n.;The other variation is where Sarah could encourage John's attentions without seeking her father's permission, but his approval was still essential for marriage.;Diğer varyasyon, Sarah'ın babasının iznini almadan John'un ilgilerini teşvik edebilmesi, ancak evlilik için onayının hâlâ gerekli olmasıydı.;"difference; variant; alteration";"uniformity; sameness";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
varied;çeşitli;adj.;The restaurant offers a varied menu with many options.;Restoran, birçok seçenek içeren çeşitli bir menü sunuyor.;"diverse; assorted; mixed";"uniform; similar";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
variety;çeşitlilik;n.;"The store offers a variety of goods. The broader context clarifies how ""variety"" is used in natural English.";"Mağaza çeşitli mallar sunuyor. Ek bağlam, ""variety"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"diversity; range; assortment";uniformity;A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
various;"çeşitli; farklı";adj.;The archive contains letters, maps, photographs, and various official documents from the final decades of the empire.;Arşiv, imparatorluğun son on yıllarından kalma mektuplar, haritalar, fotoğraflar ve çeşitli resmî belgeler içeriyor.;"diverse; different; assorted";"same; identical";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
vary;farklılık göstermek, değişmek;v.;Rainfall can vary considerably across the island because the central mountains block moist air arriving from the ocean.;Merkezdeki dağlar okyanustan gelen nemli havayı engellediği için yağış miktarı ada genelinde önemli ölçüde değişebilir.;"differ; diverge; fluctuate";"remain constant; stay the same; be uniform";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
vary in frequency;sıklık bakımından değişmek;phr. v.;"The trains vary in frequency. The broader context clarifies how ""vary in frequency"" is used in natural English.";"Trenler sıklık bakımından değişiyor. Ek bağlam, ""vary in frequency"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";differ in frequency;be constant in frequency;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
varying;değişken;adj.;"The company offers products at varying prices. The broader context clarifies how ""varying"" is used in natural English.";"Şirket, değişen fiyatlarda ürünler sunuyor. Ek bağlam, ""varying"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"different; various; fluctuating";"fixed; uniform";B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
vase;Vazo;n.;The beautiful crystal vase was placed carefully in the center of the dining table, filled with fresh flowers.;Güzel kristal vazo, taze çiçeklerle dolu olarak yemek masasının ortasına özenle yerleştirildi.;;;B1;"housing_home;art_design";"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
vast;çok geniş, büyük;adj.;The explorer stood at the edge of the vast desert, knowing that the journey ahead would be long and incredibly challenging.;Kaşif, geniş çölün kenarında durdu, önündeki yolculuğun uzun ve inanılmaz derecede zorlu olacağını biliyordu.;"huge; enormous; immense";"tiny; small; limited";B2;change_development;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
vegetation;bitki örtüsü, vejetasyon, bitkiler;n.;Dense vegetation along the riverbank reduces erosion by slowing surface runoff and stabilizing the soil with roots.;Nehir kıyısındaki yoğun bitki örtüsü, yüzey akışını yavaşlatıp kökleriyle toprağı sabitleyerek erozyonu azaltır.;"plants; flora; greenery; foliage";;B2;plants_botany;Belirli bir bölgedeki bitkilerin tümü.
vehicle;araç;n.;"Cars and trucks are vehicles. The broader context clarifies how ""vehicle"" is used in natural English.";"Arabalar ve kamyonlar araçtır. Ek bağlam, ""vehicle"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"transport; conveyance";;A2;transportation_traffic;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
veil;Duvak, Peçe;n.;In many cultures, the bride wears a long white veil over her face during the wedding ceremony.;Pek çok kültürde gelin, düğün töreni sırasında yüzünde uzun beyaz bir duvak taşır.;;;B1;fashion_clothing;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
vein;"Damar; Damar (Maden); Tarz, Üslup";n.;The nurse had difficulty finding a suitable vein in his arm to insert the needle for the blood test.;Hemşire, kan testi için iğneyi sokmak üzere kolunda uygun bir damar bulmakta zorlandı.;"Blood vessel; lode; streak; style";;B2;"anatomy_physiology;nature_landscape";"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
velvet;Kadife;"n.;adj.";The actress wore a stunning dark red velvet dress to the movie premiere, which looked very elegant.;Oyuncu, filmin galasına çok şık görünen çarpıcı bir koyu kırmızı kadife elbise giydi.;;;B1;"chemistry_materials;fashion_clothing";"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
vendor;satıcı;n.;At the local market, you can find a wide variety of vendors selling everything from fresh produce and handmade crafts to vintage clothing and antique furniture.;Yerel pazarda, taze ürünler ve el yapımı el sanatlarından vintage giysilere ve antika mobilyalara kadar her şeyi satan çok çeşitli satıcılar bulabilirsiniz.;"seller; trader; merchant";"buyer; customer";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
venom;zehir;n.;The snake's venom disrupts blood clotting, so even a small bite can require immediate medical treatment.;Yılanın zehri kanın pıhtılaşmasını bozduğu için küçük bir ısırık bile acil tıbbi tedavi gerektirebilir.;"poison; toxin";antidote;C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
venomous;"zehirli; nefret dolu";adj.;Several venomous species survive in the desert by remaining hidden during the hottest hours of the day.;Birkaç zehirli tür, günün en sıcak saatlerinde saklanarak çölde hayatta kalır.;"poisonous; toxic; malicious; spiteful";"harmless; benevolent";C1;emotions_attitudes;Zehir salgılayan veya kin dolu.
vent;(duygu) boşaltmak, ifade etmek;v.;After a long and stressful day at work, she needed a friend to vent to about all the problems she had encountered.;İşte uzun ve stresli bir günün ardından, karşılaştığı tüm sorunları anlatabileceği bir arkadaşa ihtiyacı vardı.;"express; air; voice";"suppress; bottle up";C1;emotions_attitudes;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
venture;tehlikeye atılmak, cüret etmek;v.;The team of brave explorers made the bold decision to venture into the completely unknown territory despite the obvious potential risks.;Cesur kaşifler ekibi, bariz potansiyel risklere rağmen tamamen bilinmeyen bölgeye girmek gibi cesur bir karar aldı.;"dare; risk";"avoid; shun";C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
verb;Fiil, Eylem;n.;"In the sentence ""The children play in the park,"" the word ""play"" functions as the main verb.";"""Çocuklar parkta oynar"" cümlesinde ""oynar"" kelimesi ana fiil olarak işlev görür.";;;A1;academic_general;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
verbal;sözel, sözlü;adj.;The agreement was initially verbal, but both parties later requested a written contract to prevent misunderstandings.;Anlaşma başlangıçta sözlüydü, ancak daha sonra iki taraf da yanlış anlamaları önlemek için yazılı bir sözleşme istedi.;"spoken; oral; unwritten";"written; nonverbal";B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
verdict;karar;n.;After more than two full weeks of intense deliberation, the jury sadly could not reach a unanimous verdict.;İki haftadan fazla süren yoğun müzakerelerin ardından jüri, maalesef oybirliğiyle bir karara ulaşamamıştı.;"decision; judgment";;C1;academic_general;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
versatile;birçok iş yapabilen, çok yönlü;adj.;A versatile sensor can measure temperature, pressure, and humidity without requiring separate instruments for each variable.;Çok yönlü bir sensör, her değişken için ayrı cihaz gerektirmeden sıcaklık, basınç ve nemi ölçebilir.;"adaptable; flexible; all-around";"limited; inflexible; specialized";C1;work_career;İleri seviye kelime. Akademik metinlerde ve resmi yazışmalarda kullanılır.
verse;kıta, mısra;n.;"The poem has four verses. The broader context clarifies how ""verse"" is used in natural English.";"Şiirin dört kıtası var. Ek bağlam, ""verse"" ifadesinin doğal kullanımdaki anlamını daha açık gösterir.";"stanza; line; poetry";prose;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
versus;karşı;prep.;The big match tomorrow is Brazil versus Argentina, which should be very exciting.;Yarınki büyük maç Brezilya Arjantin'e karşı, ki bu çok heyecanlı olmalı.;"against; as opposed to";;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
vertical;Dikey;adj.;Please draw a vertical line down the middle of the page to separate the two columns of text.;Lütfen iki metin sütununu ayırmak için sayfanın ortasından aşağıya dikey bir çizgi çizin.;"Upright; perpendicular";"Horizontal; flat; level";B1;mathematics;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
vertically;dik olarak, dikine, diklemesine, dikey;adv.;Instead of expanding horizontally, the city has grown vertically through increasingly tall residential towers.;Şehir yatay olarak genişlemek yerine giderek yükselen konut kuleleriyle dikey olarak büyüdü.;"upright; perpendicularly";horizontally;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
very;"tam; aynı";adj.;At that very moment, the phone rang and woke the baby up.;Tam o anda telefon çaldı ve bebeği uyandırdı.;"exact; precise; same";"different; other";A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
vest;Atlet, Fanila;n.;In very hot weather, some men prefer to just wear a vest instead of a t-shirt to stay cool.;Çok sıcak havalarda bazı erkekler serin kalmak için tişört yerine sadece atlet giymeyi tercih eder.;"Undershirt; tank top";;A2;fashion_clothing;"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
vet;Veteriner;n.;We had to take our cat to the vet because she had stopped eating and seemed very lethargic.;Kedimizi veterinere götürmek zorunda kaldık çünkü yemek yemeyi bırakmıştı ve çok durgun görünüyordu.;"Veterinarian; surgeon";;A2;"animals_wildlife;work_career";"""Veteran"" (gazi) kelimesinin kısaltması da olabilir, ancak bağlam ayırt eder."
veteran;"eski kurt, tecrübeli kimse, emektar kimse; eski asker, eski muharip, savaş gazisi";n.;The veteran journalist drew on decades of field experience while covering the rapidly unfolding political crisis.;Tecrübeli gazeteci, hızla gelişen siyasi krizi haberleştirirken onlarca yıllık saha deneyiminden yararlandı.;"expert; old hand; pro";"novice; beginner; rookie";B2;military_conflict;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
via;üzerinden, ...yolu ile;prep.;We flew to Paris via Amsterdam, which made the journey a little bit longer.;Amsterdam üzerinden Paris'e uçtuk, bu da yolculuğu biraz daha uzattı.;"through; by way of";;B1;academic_general;Orta seviye kelime. Genel iletişimde kullanılır.
viable;Geçerli, Uygulanabilir, Yaşayabilir;adj.;The committee concluded that the proposed plan was not economically viable and needed to be revised significantly.;Komite, önerilen planın ekonomik olarak uygulanabilir olmadığı ve önemli ölçüde revize edilmesi gerektiği sonucuna vardı.;"Feasible; workable; possible";"Infeasible; impossible; impractical";B2;"research_science;business_management";"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
vibration;titreşim;n.;The powerful vibration from the passing truck caused the windows in our house to rattle noisily.;Geçen kamyonun güçlü titreşimi, evimizdeki camların gürültülü bir şekilde tıngırdamasına neden oldu.;"oscillation; shaking; tremor";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
squash;"Kabak; Sıkışmak; Squash (Spor)";"n.;v.";We were five people trying to squash into a small taxi, which was very uncomfortable.;Küçük bir taksiye sıkışmaya çalışan beş kişiydik, bu çok rahatsız ediciydi.;"Crush; squeeze; crowd; marrow";;B1;"food_nutrition;sports_fitness";"PASSAGETR YDS çalışma kelimesi; veri seti v3 kalite kontrolünden geçirilmiştir."
vicious;"acımasız, insafsız, şiddetli; kötü amaçlı, saldırgan; nefret dolu";adj.;Families can become trapped in a vicious cycle in which debt reduces savings and low savings increase dependence on new debt.;Aileler, borcun tasarrufları azalttığı ve düşük tasarrufun yeni borca bağımlılığı artırdığı acımasız bir döngüye sıkışabilir.;"brutal; cruel; fierce";"gentle; kind; tame";B2;emotions_attitudes;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
vicious circle;Kısır Döngü;n.;He is stuck in a vicious circle: he cannot find a job without experience, and he cannot gain experience without a job.;Bir kısır döngüye sıkışıp kalmıştır: Deneyimsiz iş bulamıyor, işsiz de deneyim kazanamıyor.;"Vicious cycle; Catch-22; deadlock";;B2;academic_general;Bir sorunun kendini sürekli tekrarladığı durum.
vicious cycle;kısır döngü;NP;Poor health and poverty can form a vicious cycle, as illness reduces income while low income limits access to treatment.;Hastalık geliri azaltırken düşük gelir tedaviye erişimi sınırladığından, kötü sağlık ile yoksulluk bir kısır döngü oluşturabilir.;"vicious circle; Catch-22; downward spiral";;B2;academic_general;Orta-üst seviye kelime. Akademik ve profesyonel bağlamlarda önemlidir.
victim;kurban;n.;Many victims of online fraud hesitate to report the crime because they feel embarrassed about having been deceived.;Çevrim içi dolandırıcılık mağdurlarının çoğu kandırılmış olmaktan utandıkları için suçu bildirmekte tereddüt eder.;"casualty; sufferer; prey";"attacker; perpetrator";A2;academic_general;Temel-orta seviye kelime. Günlük konuşmalarda yaygındır.
